stage,seed,arm,dyad_present,dyad_coupled_to_evidence,authored_access_used,true_dyad_safe_probability,dyad_safe_observations,dyad_precision_final,potential_evidence_packets,ingested_evidence_packets,initial_permission,final_permission,maximum_permission,permission_rise_episode,first_contact_episode,contact_achieved,contact_episodes,initial_root_probability,final_root_probability,revision_begin_episode,revision_complete_episode,descent_occurred,permission_before_revision,permission_to_revision_lag,root_updates,vulnerable_registered_rejections,permission_path,root_path
confirm,14951,coupled,true,true,false,0.8592199456430819,10,0.75,7,7,0.1417654435872568,0.9975269011213365,0.9975269011213365,3,3,true,10,0.06000000000000001,0.9999999592674206,4,5,true,true,1,10,0,0.1417654435872568;0.1417654435872568;0.1417654435872568;0.9450420213772043;0.9948048580875676;0.9948048580875676;0.9971360084045257;0.9971360084045257;0.9974570682293649;0.9975141761478611;0.9975141761478611;0.9975248742013928;0.9975269011213365,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.16775280251304317;0.6309417978502713;0.9354843475247497;0.9926322934894489;0.9991256465454349;0.9997470961901769;0.9999701753556715;0.9999967900210756;0.9999996215343954;0.9999999592674206
confirm,14951,no_dyad,false,false,false,0.8592199456430819,0,0.5,0,0,0.1417654435872568,0.1417654435872568,0.1417654435872568,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14951,decoupled,true,false,false,0.8592199456430819,10,0.75,7,0,0.1417654435872568,0.1417654435872568,0.1417654435872568,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14951,authored_access,false,false,true,0.8592199456430819,0,0.5,0,0,0.1417654435872568,0.1417654435872568,0.1417654435872568,0,1,true,12,0.06000000000000001,0.9999999932547827,4,4,true,false,0,12,0,0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568;0.1417654435872568,0.06000000000000001;0.37228231841649917;0.2782134685863747;0.548981539818581;0.9116905767143199;0.9887085201190747;0.9987723785713393;0.9998551034614235;0.9999581108982545;0.9999950609877771;0.9999994684337928;0.9999999373269871;0.9999999932547827
confirm,14952,coupled,true,true,false,0.9006577140783302,9,0.6875,8,8,0.09841809712984943,0.9974420718510495,0.9975113782769117,2,2,true,11,0.06000000000000001,0.9999999736483478,3,4,true,true,1,11,0,0.09841809712984943;0.09841809712984943;0.9174543215541378;0.9174543215541378;0.9940198045901576;0.9174543215541378;0.9174543215541378;0.9940198045901576;0.9970482837797451;0.9970482837797451;0.9974420718510495;0.9975113782769117;0.9974420718510495,0.06000000000000001;0.06000000000000001;0.18087388666753335;0.6723117085342495;0.9501573493494073;0.9943859544935266;0.9993927430586027;0.9999283645175718;0.9999443818688432;0.9999934421616837;0.9999981043374659;0.9999997764962785;0.9999999736483478
confirm,14952,no_dyad,false,false,false,0.9006577140783302,0,0.5,0,0,0.09841809712984943,0.09841809712984943,0.09841809712984943,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14952,decoupled,true,false,false,0.9006577140783302,9,0.6875,8,0,0.09841809712984943,0.09841809712984943,0.09841809712984943,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14952,authored_access,false,false,true,0.9006577140783302,0,0.5,0,0,0.09841809712984943,0.09841809712984943,0.09841809712984943,0,1,true,12,0.06000000000000001,0.9999999868340532,3,3,true,false,0,12,0,0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943;0.09841809712984943,0.06000000000000001;0.11328287332364925;0.3064984576203939;0.8041688648496906;0.9744604034486563;0.9971871804519958;0.9996965069791093;0.9999642078328451;0.9999722110129713;0.9999967235287041;0.9999990528785416;0.999999888331921;0.9999999868340532
confirm,14953,coupled,true,true,false,0.7689244982990895,10,0.75,8,8,0.10919956759259315,0.9975245070003503,0.9975268312290233,3,3,true,10,0.06000000000000001,0.9999992795849043,4,5,true,true,1,10,0,0.10919956759259315;0.10919956759259315;0.10919956759259315;0.9267435699921425;0.9942713369881852;0.9942713369881852;0.9970755559441243;0.9974467020485162;0.9974467020485162;0.9975122409623947;0.9975245070003503;0.9975268312290233;0.9975245070003503,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.37228231841649917;0.6723117085342495;0.9501573493494073;0.9943859544935266;0.9993927430586027;0.9997229535811847;0.9999701753556715;0.9999913785010645;0.9999990720993709;0.9999992795849043
confirm,14953,no_dyad,false,false,false,0.7689244982990895,0,0.5,0,0,0.10919956759259315,0.10919956759259315,0.10919956759259315,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14953,decoupled,true,false,false,0.7689244982990895,10,0.75,8,0,0.10919956759259315,0.10919956759259315,0.10919956759259315,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14953,authored_access,false,false,true,0.7689244982990895,0,0.5,0,0,0.10919956759259315,0.10919956759259315,0.10919956759259315,0,1,true,12,0.06000000000000001,0.9999998568298801,3,4,true,false,0,12,0,0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315;0.10919956759259315,0.06000000000000001;0.0364867159647293;0.24310322416313707;0.7490132539083003;0.9116905767143199;0.9896825859348419;0.9988792641140918;0.9998792594389806;0.9999449295921317;0.9999940727262537;0.9999982866144006;0.9999998155956653;0.9999998568298801
confirm,14954,coupled,true,true,false,0.8524485273440807,10,0.75,8,8,0.09458299816683273,0.997440213045084,0.997440213045084,2,2,true,11,0.06000000000000001,0.9999917569742439,4,5,true,true,2,11,0,0.09458299816683273;0.09458299816683273;0.9135305761073442;0.9135305761073442;0.9939164675670766;0.9970372882119793;0.997440213045084;0.9970372882119793;0.9970372882119793;0.997440213045084;0.9970372882119793;0.997440213045084;0.997440213045084,0.06000000000000001;0.06000000000000001;0.11328287332364925;0.21882262943038175;0.7224318387411781;0.9602908219382056;0.9951482445028558;0.9985926640111031;0.999833865330876;0.9999804094366065;0.9999585234246733;0.9999951096292491;0.9999917569742439
confirm,14954,no_dyad,false,false,false,0.8524485273440807,0,0.5,0,0,0.09458299816683273,0.09458299816683273,0.09458299816683273,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14954,decoupled,true,false,false,0.8524485273440807,10,0.75,8,0,0.09458299816683273,0.09458299816683273,0.09458299816683273,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14954,authored_access,false,false,true,0.8524485273440807,0,0.5,0,0,0.09458299816683273,0.09458299816683273,0.09458299816683273,0,1,true,12,0.06000000000000001,0.9999991128333646,3,4,true,false,0,12,0,0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273;0.09458299816683273,0.06000000000000001;0.37228231841649917;0.5427601099911444;0.7224318387411781;0.9602908219382056;0.9955692733952451;0.9994755565668635;0.9998483442422977;0.9999821170150667;0.9999978915181486;0.9999955358958983;0.9999994736689036;0.9999991128333646
confirm,14955,coupled,true,true,false,0.8345682294872336,10,0.75,8,8,0.12298436363497997,0.99752468133473,0.99752468133473,2,2,true,11,0.06000000000000001,0.9999999732447431,3,3,true,true,1,11,0,0.12298436363497997;0.12298436363497997;0.9358666115543928;0.9358666115543928;0.9945298781122787;0.9971043851660331;0.9974516277298401;0.9971043851660331;0.9971043851660331;0.9974516277298401;0.997513159847003;0.997513159847003;0.99752468133473,0.06000000000000001;0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9168697330393974;0.9903361645498882;0.9969194171272879;0.9996675366477344;0.9999642078328451;0.9999961477255919;0.9999995458056818;0.9999997730730723;0.9999999732447431
confirm,14955,no_dyad,false,false,false,0.8345682294872336,0,0.5,0,0,0.12298436363497997,0.12298436363497997,0.12298436363497997,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14955,decoupled,true,false,false,0.8345682294872336,10,0.75,8,0,0.12298436363497997,0.12298436363497997,0.12298436363497997,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14955,authored_access,false,false,true,0.8345682294872336,0,0.5,0,0,0.12298436363497997,0.12298436363497997,0.12298436363497997,0,1,true,12,0.06000000000000001,0.9999999588331353,3,4,true,false,0,12,0,0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997;0.12298436363497997,0.06000000000000001;0.03983198596215494;0.2782134685863747;0.7817265808775865;0.8775739264315705;0.9852077788584361;0.9952679260706041;0.9994885482323178;0.9999449295921317;0.9999940727262537;0.9999993011559666;0.9999996508398663;0.9999999588331353
confirm,14956,coupled,true,true,false,0.857831182530127,10,0.75,9,9,0.11610411682602266,0.9975127233022897,0.9975245985063997,2,2,true,11,0.06000000000000001,0.9999983290805361,3,4,true,true,1,11,0,0.11610411682602266;0.11610411682602266;0.9316312151611182;0.9316312151611182;0.9944082409806659;0.9970907171144722;0.9974492884222378;0.9975127233022897;0.9975127233022897;0.9975245985063997;0.9975127233022897;0.9974492884222378;0.9975127233022897,0.06000000000000001;0.06000000000000001;0.3512297621379089;0.6309417978502713;0.8437180392431008;0.9786276631583578;0.9974317298284887;0.9992562402117936;0.9999122512940559;0.999830424544713;0.9999817465876292;0.9999978478424362;0.9999983290805361
confirm,14956,no_dyad,false,false,false,0.857831182530127,0,0.5,0,0,0.11610411682602266,0.11610411682602266,0.11610411682602266,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14956,decoupled,true,false,false,0.857831182530127,10,0.75,9,0,0.11610411682602266,0.11610411682602266,0.11610411682602266,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14956,authored_access,false,false,true,0.857831182530127,0,0.5,0,0,0.11610411682602266,0.11610411682602266,0.11610411682602266,0,1,true,12,0.06000000000000001,0.9999998029941313,2,2,true,false,0,12,0,0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266;0.11610411682602266,0.06000000000000001;0.3512297621379089;0.8211648221122465;0.9354843475247497;0.9786276631583578;0.9974317298284887;0.9996965069791093;0.9999122512940559;0.9999896534075368;0.9999800036391643;0.9999978478424362;0.9999997462547658;0.9999998029941313
confirm,14957,coupled,true,true,false,0.7965059478578647,7,0.5625,5,5,0.09461989060239907,0.011749302398671708,0.09461989060239907,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.09461989060239907;0.09461989060239907;0.09461989060239907;0.011749302398671708;0.011749302398671708;0.007454529335567922;0.007454529335567922;0.011749302398671708;0.011749302398671708;0.007454529335567922;0.007454529335567922;0.011749302398671708;0.011749302398671708,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14957,no_dyad,false,false,false,0.7965059478578647,0,0.5,0,0,0.09461989060239907,0.09461989060239907,0.09461989060239907,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14957,decoupled,true,false,false,0.7965059478578647,7,0.5625,5,0,0.09461989060239907,0.09461989060239907,0.09461989060239907,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14957,authored_access,false,false,true,0.7965059478578647,0,0.5,0,0,0.09461989060239907,0.09461989060239907,0.09461989060239907,0,1,true,12,0.06000000000000001,0.9999999549021907,2,2,true,false,0,12,0,0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907;0.09461989060239907,0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9790523069255674;0.997702546465755;0.9997285744247005;0.9998761912127109;0.9999854010403598;0.9999953769116378;0.9999995024355595;0.9999997730730723;0.9999999732447431;0.9999999549021907
confirm,14958,coupled,true,true,false,0.8129990334008579,11,0.8125,9,9,0.06792807738370225,0.9975266683370213,0.9975266683370213,2,2,true,11,0.06000000000000001,0.9999986076759483,4,4,true,true,2,11,0,0.06792807738370225;0.06792807738370225;0.8704405882445289;0.8704405882445289;0.9928556124349026;0.9969305932192868;0.9974224081754234;0.9975077261442071;0.9975077261442071;0.9974224081754234;0.9975077261442071;0.9975236510552812;0.9975266683370213,0.06000000000000001;0.06000000000000001;0.16775280251304317;0.410828674177842;0.8662911693916405;0.9572892043826289;0.986068194426212;0.9959324897914578;0.9995187035235498;0.999943229841465;0.999993889771409;0.9999870634055745;0.9999986076759483
confirm,14958,no_dyad,false,false,false,0.8129990334008579,0,0.5,0,0,0.06792807738370225,0.06792807738370225,0.06792807738370225,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14958,decoupled,true,false,false,0.8129990334008579,11,0.8125,9,0,0.06792807738370225,0.06792807738370225,0.06792807738370225,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14958,authored_access,false,false,true,0.8129990334008579,0,0.5,0,0,0.06792807738370225,0.06792807738370225,0.06792807738370225,0,1,true,12,0.06000000000000001,0.9999998501501839,2,3,true,false,0,12,0,0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225;0.06792807738370225,0.06000000000000001;0.37228231841649917;0.6519131339784898;0.8662911693916405;0.9836598330366169;0.9952210837763182;0.9984817058619946;0.9995606372382498;0.999948177948768;0.999993889771409;0.9999993423797543;0.9999986076759483;0.9999998501501839
confirm,14959,coupled,true,true,false,0.8199009982171029,9,0.6875,7,7,0.12697774085405023,0.9380809646659399,0.9380809646659399,12,12,true,1,0.06000000000000001,0.12277199270191341,0,0,false,true,0,1,0,0.12697774085405023;0.12697774085405023;0.012852827879753524;0.012852827879753524;0.12697774085405023;0.12697774085405023;0.012852827879753524;0.12697774085405023;0.12697774085405023;0.012852827879753524;0.12697774085405023;0.12697774085405023;0.9380809646659399,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.12277199270191341
confirm,14959,no_dyad,false,false,false,0.8199009982171029,0,0.5,0,0,0.12697774085405023,0.12697774085405023,0.12697774085405023,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14959,decoupled,true,false,false,0.8199009982171029,9,0.6875,7,0,0.12697774085405023,0.12697774085405023,0.12697774085405023,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14959,authored_access,false,false,true,0.8199009982171029,0,0.5,0,0,0.12697774085405023,0.12697774085405023,0.12697774085405023,0,1,true,12,0.06000000000000001,0.9999999640965396,3,4,true,false,0,12,0,0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023;0.12697774085405023,0.06000000000000001;0.02926565985059449;0.20363300650880184;0.6844193513514777;0.9527209077905506;0.9946874209183683;0.9994255072393622;0.9999322315263123;0.9999927059402249;0.9999991400066004;0.9999992685509572;0.9999999212773494;0.9999999640965396
confirm,14960,coupled,true,true,false,0.8922635042608402,11,0.8125,8,8,0.09680654434543354,0.9975272661031432,0.9975272661031432,2,2,true,11,0.06000000000000001,0.9999992419644805,5,5,true,true,3,11,0,0.09680654434543354;0.09680654434543354;0.9158511060047287;0.9158511060047287;0.9939773919210476;0.9970437565724902;0.9970437565724902;0.9974413059716808;0.9975112356807366;0.9975243163236173;0.9975243163236173;0.9975267949387255;0.9975272661031432,0.06000000000000001;0.06000000000000001;0.37228231841649917;0.5652898839198042;0.40221522397292253;0.8508970110145103;0.9797581025176728;0.9977813790942429;0.9988902893985138;0.9998804484065207;0.9999454719217753;0.9999935706941352;0.9999992419644805
confirm,14960,no_dyad,false,false,false,0.8922635042608402,0,0.5,0,0,0.09680654434543354,0.09680654434543354,0.09680654434543354,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14960,decoupled,true,false,false,0.8922635042608402,11,0.8125,8,0,0.09680654434543354,0.09680654434543354,0.09680654434543354,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14960,authored_access,false,false,true,0.8922635042608402,0,0.5,0,0,0.09680654434543354,0.09680654434543354,0.09680654434543354,0,1,true,12,0.06000000000000001,0.9999999184159616,2,2,true,false,0,12,0,0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354;0.09680654434543354,0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9235618988331857;0.8621013485240451;0.9814898259427313;0.9977813790942429;0.9997607460392317;0.9998804484065207;0.9999871318221923;0.9999941311004843;0.9999993080385058;0.9999999184159616
