stage,seed,arm,dyad_present,dyad_coupled_to_evidence,authored_access_used,dyad_coherent_safe_signals,dyad_settled_observations,dyad_field_weight_final,dyad_depth_precision_final,learned_settle_final,potential_outcome_packets,potential_competence_packets,potential_partner_packets,ingested_outcome_packets,ingested_competence_packets,ingested_partner_packets,initial_permission,final_permission,maximum_permission,permission_rise_episode,first_contact_episode,contact_achieved,contact_episodes,initial_root_probability,final_root_probability,revision_begin_episode,revision_complete_episode,descent_occurred,permission_before_revision,permission_to_revision_lag,root_updates,vulnerable_registered_rejections,vulnerable_aloneness_final,dyad_field_path,permission_path,root_path
pilot,24906,decoupled,true,false,false,15,16,0.9889219121682821,0.8584819782173474,0.8823529411764706,15,15,15,0,0,0,0.037181131584627325,0.037181131584627325,0.037181131584627325,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.48801397678782177;0.49564731390433825;0.5639595047901034;0.6888927727703904;0.8142407333655094;0.8652879550339054;0.8431215941097646;0.9034106485090745;0.9320823041686628;0.9492583753195382;0.9614277375053373;0.9704261897858929;0.9770144215855954;0.964558223076465;0.9804851650517495;0.984873433869759;0.987315664659519;0.9889219121682821,0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24906,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.037181131584627325,0.037181131584627325,0.037181131584627325,0,1,true,18,0.06000000000000001,0.9999999999994789,3,3,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325,0.06000000000000001;0.37228231841649917;0.5427601099911444;0.9168697330393974;0.9744604034486563;0.9924808238798555;0.9978147739953422;0.9993673407242749;0.9999318712395686;0.9999919669662205;0.9999991354341932;0.9999998980654541;0.9999999535101657;0.9999999949965062;0.9999999961153256;0.9999999995819098;0.9999999999550029;0.9999999999951572;0.9999999999994789
pilot,24907,coupled,true,true,false,16,17,0.9831004652336619,0.8265125381585745,0.6666666666666666,17,17,17,17,17,17,0.028084820386153342,0.9972683173715758,0.9972683173715758,2,2,true,17,0.06000000000000001,0.9999999999978029,3,3,true,true,1,17,1,0.8526093088857546,0.7138437646057201;0.8454083657474204;0.908643857753668;0.9371337999711357;0.9543921711771535;0.9665215107688898;0.9751757401324462;0.879521146935137;0.9659807327542372;0.9786158418668659;0.9840498232708453;0.9873329050657417;0.9894303503909124;0.9907807535768642;0.9916523364276341;0.9922182163419724;0.9925898750411993;0.9831004652336619,0.028084820386153342;0.028084820386153342;0.7579240052196661;0.9906477025771502;0.9967074743093848;0.9960788160909918;0.9867239709438479;0.9222778621686111;0.9886611505080535;0.9241261407779723;0.7527187573253625;0.9241261443168974;0.9887269765407057;0.9962133162425448;0.9972682930322462;0.9962134830480112;0.9972683165194361;0.9962134890997966;0.9972683173715758,0.06000000000000001;0.06000000000000001;0.3512297621379089;0.8211648221122465;0.9770978620294866;0.9932701767743829;0.9992713230463457;0.9999140319098943;0.9999907469279066;0.9999957798808536;0.9999986636139955;0.9999993323075786;0.999999928139199;0.9999999922659418;0.9999999964726869;0.999999999620371;0.9999999998268605;0.9999999999813658;0.9999999999978029
pilot,24907,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.028084820386153342,0.028084820386153342,0.028084820386153342,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24907,decoupled,true,false,false,16,17,0.9831004652336619,0.8265125381585745,0.6666666666666666,17,17,17,0,0,0,0.028084820386153342,0.028084820386153342,0.028084820386153342,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.7138437646057201;0.8454083657474204;0.908643857753668;0.9371337999711357;0.9543921711771535;0.9665215107688898;0.9751757401324462;0.879521146935137;0.9659807327542372;0.9786158418668659;0.9840498232708453;0.9873329050657417;0.9894303503909124;0.9907807535768642;0.9916523364276341;0.9922182163419724;0.9925898750411993;0.9831004652336619,0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24907,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.028084820386153342,0.028084820386153342,0.028084820386153342,0,1,true,18,0.06000000000000001,0.9999999999997409,2,2,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342;0.028084820386153342,0.06000000000000001;0.3512297621379089;0.8211648221122465;0.9749657278039975;0.9972441063904036;0.99920179862122;0.9999140319098943;0.9999898633787655;0.9999989090307836;0.9999995024355595;0.9999998424365664;0.9999999212773494;0.9999999915274315;0.9999999990881352;0.9999999995841209;0.9999999999552407;0.9999999999795863;0.9999999999978029;0.9999999999997409
pilot,24908,coupled,true,true,false,15,16,0.9883796119489857,0.8567601957043438,0.8235294117647058,17,17,17,17,17,17,0.03363459285096364,0.997527376117234,0.997527376117234,4,4,true,15,0.06000000000000001,0.9999999998294724,7,7,true,true,3,15,3,0.9864342353573533,0.7138437646057201;0.8454083657474204;0.908643857753668;0.9197213962282568;0.935402830960618;0.9494020550418383;0.9605766993651984;0.9692013861411862;0.9757037066599356;0.9804939779681875;0.9744483374984829;0.9727388704064941;0.9838053154873952;0.9868427791294778;0.9885052023188671;0.9854422335712087;0.9874849973233587;0.9883796119489857,0.03363459285096364;0.03363459285096364;0.012622506743075891;0.13404481363152362;0.9316377920025503;0.9942659445511;0.9970670104017058;0.9943690258786012;0.9970792112850554;0.9974443419037741;0.9975116661318602;0.9975243754692861;0.9975121678355979;0.9975244850869233;0.9975268260866854;0.9975272719098043;0.9975273568485481;0.9975273730331365;0.997527376117234,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06980828397442704;0.38894696915808336;0.4505017928315817;0.8742701461814324;0.9847581496070023;0.9923262643430268;0.9990890814063057;0.9998925140555398;0.9999659600016658;0.9999959864786601;0.999999568041046;0.9999998751349453;0.9999999865613294;0.9999999984155472;0.9999999998294724
pilot,24908,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.03363459285096364,0.03363459285096364,0.03363459285096364,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24908,decoupled,true,false,false,15,16,0.9883796119489857,0.8567601957043438,0.8235294117647058,17,17,17,0,0,0,0.03363459285096364,0.03363459285096364,0.03363459285096364,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.7138437646057201;0.8454083657474204;0.908643857753668;0.9197213962282568;0.935402830960618;0.9494020550418383;0.9605766993651984;0.9692013861411862;0.9757037066599356;0.9804939779681875;0.9744483374984829;0.9727388704064941;0.9838053154873952;0.9868427791294778;0.9885052023188671;0.9854422335712087;0.9874849973233587;0.9883796119489857,0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24908,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.03363459285096364,0.03363459285096364,0.03363459285096364,0,1,true,18,0.06000000000000001,0.9999999999993148,2,3,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364;0.03363459285096364,0.06000000000000001;0.16775280251304317;0.6309417978502713;0.9407747933935904;0.9491773640365296;0.9937266465792506;0.9951225745156246;0.9994224545414422;0.9999378093050981;0.9999689270016481;0.9999963363154616;0.999999568041046;0.9999998632118227;0.9999999838723301;0.9999999982642507;0.9999999994982525;0.9999999999459992;0.9999999999936331;0.9999999999993148
pilot,24909,coupled,true,true,false,16,16,0.9909695524643648,0.8797633394296022,0.8888888888888888,17,17,17,17,17,17,0.03215747023225532,0.9975273768135257,0.99752737682501,2,2,true,17,0.06000000000000001,0.9999999999996056,3,3,true,true,1,17,1,0.8526093088857546,0.7138437646057201;0.8454083657474204;0.908643857753668;0.9371337999711357;0.9543921711771535;0.9665215107688898;0.9627761648023485;0.9770439305348058;0.9795145525834482;0.9827289173405644;0.9852834916060608;0.9551863409346728;0.982156653791851;0.9866806758940699;0.9885110545619191;0.9896374035380641;0.9904138028659821;0.9909695524643648,0.03215747023225532;0.03215747023225532;0.5148068134731566;0.9769630112481006;0.9960111815796003;0.997321321102797;0.9974930278363103;0.9974723479737718;0.997515543610313;0.9975248088902019;0.9975268175243828;0.9975272547903714;0.997527350178433;0.9975273710131809;0.9975273748522834;0.9975273764278766;0.997527376756269;0.99752737682501;0.9975273768135257,0.06000000000000001;0.06000000000000001;0.3512297621379089;0.8341679538112797;0.9168697330393974;0.9894231435712123;0.9969194171272879;0.9996675366477344;0.9999607902414982;0.9999953769116378;0.9999995024355595;0.9999999413358839;0.9999999936862425;0.9999999993204784;0.9999999999268661;0.9999999999432194;0.9999999999933054;0.9999999999966551;0.9999999999996056
pilot,24909,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.03215747023225532,0.03215747023225532,0.03215747023225532,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24909,decoupled,true,false,false,16,16,0.9909695524643648,0.8797633394296022,0.8888888888888888,17,17,17,0,0,0,0.03215747023225532,0.03215747023225532,0.03215747023225532,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.7138437646057201;0.8454083657474204;0.908643857753668;0.9371337999711357;0.9543921711771535;0.9665215107688898;0.9627761648023485;0.9770439305348058;0.9795145525834482;0.9827289173405644;0.9852834916060608;0.9551863409346728;0.982156653791851;0.9866806758940699;0.9885110545619191;0.9896374035380641;0.9904138028659821;0.9909695524643648,0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24909,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.03215747023225532,0.03215747023225532,0.03215747023225532,0,1,true,18,0.06000000000000001,0.9999999999996645,3,3,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532;0.03215747023225532,0.06000000000000001;0.06980828397442704;0.38894696915808336;0.855370145823155;0.9284057318767875;0.9909898370121911;0.9973786692662265;0.9997172163707968;0.9999666507850697;0.9999960679285903;0.9999995768072009;0.9999999501044934;0.9999999946299689;0.9999999994220474;0.9999999999377975;0.9999999999517064;0.9999999999943061;0.9999999999971552;0.9999999999996645
pilot,24910,coupled,true,true,false,17,17,0.9928970368079671,0.8992157813451639,0.9473684210526315,16,16,16,16,16,16,0.03991903765127231,0.9975247539159452,0.9975268751748027,2,2,true,17,0.06000000000000001,0.9999999995155071,3,4,true,true,1,17,1,0.8526093088857546,0.7138437646057201;0.8454083657474204;0.908643857753668;0.8063666077499159;0.9060067393500719;0.9378485067780934;0.9553364707368697;0.9674309436629727;0.97596902511048;0.9818517931770017;0.9858008342539429;0.9884017853864211;0.9900956039007959;0.9911939234049078;0.9919075710329543;0.992375120257842;0.9926859547569318;0.9928970368079671,0.03991903765127231;0.03991903765127231;0.847899433863943;0.9924873614451845;0.9968713547882989;0.9924873614451845;0.9968713547882989;0.9974067623562886;0.9974961025383422;0.9975217490428893;0.9975217490428893;0.9975130089206315;0.9974541198549784;0.9975135566744305;0.9975247487514574;0.9975268751748027;0.9975247535596377;0.9975135808562727;0.9975247539159452,0.06000000000000001;0.06000000000000001;0.16775280251304317;0.6309417978502713;0.8437180392431008;0.980454167950547;0.9978590259438845;0.9997470961901769;0.9999268807444569;0.999858694209963;0.9999847899699004;0.9999983629900573;0.9999995267941338;0.9999998632118227;0.9999999852780965;0.9999999773482046;0.9999999973292966;0.9999999954983474;0.9999999995155071
pilot,24910,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.03991903765127231,0.03991903765127231,0.03991903765127231,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24910,decoupled,true,false,false,17,17,0.9928970368079671,0.8992157813451639,0.9473684210526315,16,16,16,0,0,0,0.03991903765127231,0.03991903765127231,0.03991903765127231,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.7138437646057201;0.8454083657474204;0.908643857753668;0.8063666077499159;0.9060067393500719;0.9378485067780934;0.9553364707368697;0.9674309436629727;0.97596902511048;0.9818517931770017;0.9858008342539429;0.9884017853864211;0.9900956039007959;0.9911939234049078;0.9919075710329543;0.992375120257842;0.9926859547569318;0.9928970368079671,0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24910,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.03991903765127231,0.03991903765127231,0.03991903765127231,0,1,true,18,0.06000000000000001,0.9999999999478562,2,3,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231;0.03991903765127231,0.06000000000000001;0.37228231841649917;0.6519131339784898;0.9407747933935904;0.980454167950547;0.9978590259438845;0.9997691354297367;0.9999727749462721;0.9999921299870218;0.9999847899699004;0.9999983629900573;0.9999998238156613;0.9999999490709409;0.9999999852780965;0.9999999984155472;0.9999999975620881;0.9999999997125641;0.9999999995155071;0.9999999999478562
confirm,24951,coupled,true,true,false,12,15,0.9876404959038788,0.8468691296437478,0.8571428571428571,15,15,15,15,15,15,0.035530087621024026,0.9975268430617329,0.9975268430617329,2,2,true,17,0.06000000000000001,0.9999999999988913,3,3,true,true,1,17,1,0.8526093088857546,0.7138437646057201;0.5804303917430033;0.4878856644723029;0.6615228601286633;0.8263976986610153;0.807141298930708;0.8939841093107577;0.9279259831930228;0.9478881270696848;0.939148445364518;0.9462135948829571;0.9567754447990051;0.9677300600099873;0.9746841941486922;0.9796343090817333;0.9832174597765517;0.9857964440148452;0.9876404959038788,0.035530087621024026;0.035530087621024026;0.8234569806790479;0.8234569806790479;0.9919810620915449;0.8461619643380659;0.9921774174423768;0.9921774174423768;0.9968239372679409;0.997398692434917;0.9975019497017822;0.9975222510161245;0.9975121501273927;0.99752226112066;0.9975121512543086;0.9974492026477988;0.9975126377106008;0.9975245742489028;0.9975268430617329,0.06000000000000001;0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9790523069255674;0.997702546465755;0.9992713230463457;0.9999215247196229;0.9999915534639606;0.9999990909301342;0.9999999021607842;0.999999951117071;0.999999994738948;0.9999999984792043;0.9999999995184108;0.9999999999432194;0.9999999999126348;0.9999999999905973;0.9999999999988913
confirm,24951,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.035530087621024026,0.035530087621024026,0.035530087621024026,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,24951,decoupled,true,false,false,12,15,0.9876404959038788,0.8468691296437478,0.8571428571428571,15,15,15,0,0,0,0.035530087621024026,0.035530087621024026,0.035530087621024026,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.7138437646057201;0.5804303917430033;0.4878856644723029;0.6615228601286633;0.8263976986610153;0.807141298930708;0.8939841093107577;0.9279259831930228;0.9478881270696848;0.939148445364518;0.9462135948829571;0.9567754447990051;0.9677300600099873;0.9746841941486922;0.9796343090817333;0.9832174597765517;0.9857964440148452;0.9876404959038788,0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,24951,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.035530087621024026,0.035530087621024026,0.035530087621024026,0,1,true,18,0.06000000000000001,0.9999999999998692,2,2,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026;0.035530087621024026,0.06000000000000001;0.3512297621379089;0.8341679538112797;0.9790523069255674;0.9974837190569372;0.9997285744247005;0.9999140319098943;0.9999907469279066;0.9999990041248835;0.9999998928183061;0.9999999884645111;0.9999999942365803;0.9999999993797088;0.9999999998206943;0.9999999999432194;0.9999999999933054;0.9999999999896994;0.9999999999988913;0.9999999999998692
confirm,24952,coupled,true,true,false,16,14,0.9670514187810596,0.693750661292369,0.7222222222222222,12,12,12,12,12,12,0.04660923035331194,0.9965665243623937,0.9974855277068583,2,2,true,17,0.06000000000000001,0.9999999998940357,4,5,true,true,2,17,1,0.8526093088857546,0.48801397678782177;0.6028228647456534;0.467324097275754;0.4033325363645162;0.3882736825751737;0.3891950337162445;0.4033639678452146;0.5552645054331461;0.5989477489974708;0.6776240874318715;0.7718301766896108;0.8496565995170934;0.8981055426622647;0.9257167241865174;0.9428209171848765;0.9547901299498976;0.963778206529312;0.9670514187810596,0.04660923035331194;0.04660923035331194;0.8742484776662577;0.8742484776662577;0.8742484776662577;0.9930508796542146;0.9930508796542146;0.990362353503205;0.990362353503205;0.9964741090939526;0.9964741090939526;0.9973194008428062;0.9974830652502578;0.9973326415961409;0.9965664096782444;0.9973331186273182;0.9974855277068583;0.9973331359043291;0.9965665243623937,0.06000000000000001;0.06000000000000001;0.3512297621379089;0.2602748056339816;0.7490132539083003;0.961993621953787;0.9957659409761176;0.9935001066745237;0.9992292270846161;0.9997557912620513;0.9999712009760509;0.9999966044368838;0.999999634549574;0.9999999569124681;0.9999999784723876;0.9999999937770807;0.9999999993302549;0.9999999997879123;0.9999999998940357
